GKZ,name,fl_suv,indicator_code,indicator_name,indicator_desc
09376000,Schwandorf,11.07,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09377000,Tirschenreuth,8.53,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09461000,Bamberg,50.38,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09462000,Bayreuth,42.38,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09463000,Coburg,41.38,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09464000,Hof,37.38,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09471000,Bamberg,10.41,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09472000,Bayreuth,9.54,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09473000,Coburg,13.58,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09474000,Forchheim,12.92,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09475000,Hof,12.18,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09476000,Kronach,10.01,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09477000,Kulmbach,11.84,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09478000,Lichtenfels,12.07,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09479000,Wunsiedel i.Fichtelgebirge,11.53,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09561000,Ansbach,23.73,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09562000,Erlangen,42.09,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09563000,Fürth,47.26,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09564000,Nürnberg,61.71,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09565000,Schwabach,34.73,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09571000,Ansbach,10.81,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09572000,Erlangen-Höchstadt,14.23,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09573000,Fürth,18.07,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09574000,Nürnberger Land,13.7,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09575000,Neustadt a.d.Aisch-Bad Windsheim,10.08,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09576000,Roth,12.28,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09577000,Weißenburg-Gunzenhausen,10.74,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09661000,Aschaffenburg,39.89,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09662000,Schweinfurt,55.41,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09663000,Würzburg,48.9,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09671000,Aschaffenburg,14.35,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09672000,Bad Kissingen,10.68,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09673000,Rhön-Grabfeld,10.05,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09674000,Haßberge,10.34,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09675000,Kitzingen,14.28,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09676000,Miltenberg,11.6,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09677000,Main-Spessart,9.51,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09678000,Schweinfurt,12.86,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09679000,Würzburg,12.73,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09761000,Augsburg,44.13,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09762000,Kaufbeuren,38.63,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09763000,Kempten (Allgäu),32.65,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09764000,Memmingen,26.56,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09771000,Aichach-Friedberg,12.32,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09772000,Augsburg,15.93,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09773000,Dillingen a.d.Donau,12.07,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09774000,Günzburg,14.72,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09775000,Neu-Ulm,18.69,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09776000,Lindau (Bodensee),13.95,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09777000,Ostallgäu,8.75,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09778000,Unterallgäu,11.48,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09779000,Donau-Ries,11.35,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
09780000,Oberallgäu,6.85,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
10041000,Regionalverband Saarbrücken,32.31,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
10042000,Merzig-Wadern,14.52,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
10043000,Neunkirchen,27.43,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
10044000,Saarlouis,24.37,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
10045000,Saarpfalz-Kreis,20.2,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
10046000,St. Wendel,16.39,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
11000000,"Berlin, Stadt",70.6,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12051000,"Brandenburg an der Havel, Stadt",21.7,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12052000,"Cottbus, Stadt",30.84,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12053000,"Frankfurt (Oder), Stadt",23.05,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12054000,"Potsdam, Stadt",31.62,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12060000,Barnim,11.17,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12061000,Dahme-Spreewald,9.7,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12062000,Elbe-Elster,8.49,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12063000,Havelland,10.85,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12064000,Märkisch-Oderland,11.19,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12065000,Oberhavel,10.48,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12066000,Oberspreewald-Lausitz,12.22,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12067000,Oder-Spree,10.06,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12068000,Ostprignitz-Ruppin,6.73,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12069000,Potsdam-Mittelmark,9.34,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12070000,Prignitz,7.42,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12071000,Spree-Neiße,10.32,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12072000,Teltow-Fläming,10.09,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
12073000,Uckermark,6.61,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13003000,Rostock,40.81,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13004000,Schwerin,32.03,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13071000,Mecklenburgische Seenplatte,6.81,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13072000,Landkreis Rostock,8.92,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13073000,Vorpommern-Rügen,8.72,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13074000,Nordwestmecklenburg,9.05,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13075000,Vorpommern-Greifswald,8.02,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
13076000,Ludwigslust-Parchim,7.64,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14511000,"Chemnitz, Stadt",45.33,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14521000,Erzgebirgskreis,12.55,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14522000,Mittelsachsen,11.47,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14523000,Vogtlandkreis,11.59,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14524000,Zwickau,19.08,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14612000,"Dresden, Stadt",44.01,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14625000,Bautzen,10.87,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14626000,Görlitz,12.73,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14627000,Meißen,12.32,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14628000,Sächsische Schweiz-Osterzgebirge,9.72,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14713000,"Leipzig, Stadt",55.29,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14729000,Leipzig,13.87,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
14730000,Nordsachsen,11.46,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15001000,"Dessau-Roßlau, Stadt",20.46,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15002000,"Halle (Saale), Stadt",52.92,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15003000,"Magdeburg, Landeshauptstadt",47.37,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15081000,Altmarkkreis Salzwedel,7.15,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15082000,Anhalt-Bitterfeld,12.4,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15083000,Börde,9.87,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15084000,Burgenlandkreis,13.27,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15085000,Harz,9.94,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15086000,Jerichower Land,8.79,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15087000,Mansfeld-Südharz,11.68,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15088000,Saalekreis,15.1,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15089000,Salzlandkreis,13.63,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15090000,Stendal,7.72,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
15091000,Wittenberg,8.96,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16051000,"Erfurt, Stadt",31.65,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16052000,"Gera, Stadt",29.02,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16053000,"Jena, Stadt",31.46,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16054000,"Suhl, Stadt",19.27,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16055000,"Weimar, Stadt",34.04,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16056000,,,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16061000,Eichsfeld,10.77,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16062000,Nordhausen,12.0,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16063000,Wartburgkreis,11.7,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16064000,Unstrut-Hainich-Kreis,10.05,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16065000,Kyffhäuserkreis,9.54,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16066000,Schmalkalden-Meiningen,10.49,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16067000,Gotha,12.75,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16068000,Sömmerda,9.78,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16069000,Hildburghausen,8.99,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16070000,Ilm-Kreis,12.43,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16071000,Weimarer Land,11.99,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16072000,Sonneberg,10.67,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16073000,Saalfeld-Rudolstadt,10.29,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16074000,Saale-Holzland-Kreis,10.9,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16075000,Saale-Orla-Kreis,8.92,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16076000,Greiz,12.8,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
16077000,Altenburger Land,14.4,fl_suv,Anteil der Siedlungs- und Verkehrsfläche an der Gesamtfläche im Jahr 2020 in %,
